,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditScoreBines,Gender_Female,Gender_Male,Geography_France,Geography_Germany,Geography_Spain
1545,42.0,6,158414.85,1,1,1,131886.46,0,1.0,True,False,False,True,False
1546,48.0,1,92072.68,1,1,1,133992.36,0,2.0,True,False,False,True,False
1547,30.0,2,88243.29,2,1,1,96658.26,0,1.0,True,False,False,False,True
1548,25.0,8,0.0,2,1,1,135112.09,0,1.0,False,True,False,False,True
1549,38.91,4,59486.31,1,1,0,163944.18,1,1.0,False,True,True,False,False
1550,54.0,2,0.0,2,1,1,53843.71,0,1.0,True,False,False,False,True
1551,52.0,7,0.0,2,0,1,122398.84,0,2.0,True,False,False,False,True
1552,34.0,1,0.0,1,1,1,64804.04,0,3.0,False,True,True,False,False
1553,38.0,8,119278.01,2,0,1,19370.73,0,1.0,True,False,True,False,False
1554,34.0,4,158741.43,2,1,1,126192.54,0,1.0,False,True,True,False,False
1555,40.0,7,140596.95,1,0,1,135459.02,1,1.0,True,False,True,False,False
1556,29.0,10,0.0,2,1,1,94815.04,0,,True,False,False,False,True
1557,37.0,2,90432.92,1,1,1,188366.04,1,0.0,False,True,False,True,False
1558,35.0,1,104783.81,2,0,1,178512.52,0,0.0,True,False,True,False,False
1559,42.0,0,77992.97,2,1,1,97906.38,0,3.0,False,True,False,True,False
1560,43.0,10,110822.9,1,0,0,72861.94,0,2.0,True,False,False,True,False
1561,42.0,4,119624.6,2,1,1,195978.86,0,1.0,False,True,False,True,False
1562,38.91,6,109052.59,2,1,1,19448.93,1,2.0,False,True,False,True,False
1563,38.91,5,139129.44,1,0,1,32635.54,0,0.0,True,False,False,False,True
1564,42.0,8,152324.66,2,1,0,171733.22,0,3.0,True,False,False,True,False
1565,38.0,1,0.0,2,1,0,46176.22,0,1.0,False,True,True,False,False
1566,37.0,9,127480.58,2,1,0,179634.69,0,0.0,True,False,False,True,False
1567,53.0,6,115029.4,1,0,0,191521.32,1,2.0,False,True,True,False,False
1568,40.0,8,114005.78,1,1,1,67998.45,0,2.0,False,True,True,False,False
1569,42.0,1,116646.76,1,1,0,44731.8,1,1.0,True,False,False,True,False
1570,49.0,1,110864.38,2,1,1,124532.9,1,2.0,True,False,False,False,True
1571,23.0,5,156267.59,1,1,0,160968.44,0,1.0,False,True,True,False,False
1572,44.0,3,109528.28,1,1,0,27341.63,1,2.0,True,False,True,False,False
1573,35.0,6,102482.76,1,1,1,53994.64,0,1.0,True,False,True,False,False
1574,23.0,10,115563.71,1,1,1,91633.53,0,2.0,False,True,False,True,False
1575,23.0,2,0.0,2,1,0,189613.12,0,0.0,False,True,True,False,False
1576,40.0,9,95624.36,2,1,1,60706.33,0,1.0,True,False,True,False,False
1577,21.0,8,0.0,2,1,1,154767.34,0,2.0,True,False,False,False,True
1578,28.0,7,160376.61,1,0,0,196853.11,0,2.0,False,True,True,False,False
1579,41.0,8,37702.79,1,1,1,195775.48,0,1.0,False,True,False,True,False
1580,35.0,6,118273.83,1,0,1,3086.89,0,2.0,True,False,True,False,False
1581,38.91,7,131082.17,2,1,1,70618.0,0,0.0,True,False,False,True,False
1582,38.0,1,94456.0,2,0,1,55034.02,0,2.0,False,True,True,False,False
1583,43.0,8,0.0,2,0,0,168035.62,1,2.0,True,False,True,False,False
1584,42.0,3,0.0,2,1,1,128449.33,0,2.0,True,False,False,False,True
1585,33.0,6,93791.38,1,1,1,199249.29,0,0.0,False,True,True,False,False
1586,33.0,4,0.0,2,1,0,149474.69,0,2.0,True,False,True,False,False
1587,37.0,7,0.0,2,1,1,126726.33,0,1.0,True,False,True,False,False
1588,61.0,7,155973.13,1,0,1,147554.26,0,3.0,False,True,True,False,False
1589,36.0,7,89409.95,1,1,1,149399.7,0,2.0,False,True,False,True,False
1590,39.0,5,97854.37,2,1,0,93536.38,0,1.0,True,False,False,False,True
1591,39.0,6,0.0,2,1,1,58883.91,0,1.0,False,True,True,False,False
1592,29.0,3,60280.62,1,1,0,154271.41,0,0.0,False,True,False,False,True
1593,38.91,7,135216.8,1,1,1,122022.89,0,1.0,False,True,False,False,True
1594,28.0,6,124923.35,2,1,1,50299.14,0,2.0,True,False,False,True,False
1595,38.0,4,0.0,2,1,0,187800.63,0,2.0,False,True,True,False,False
1596,27.0,7,188614.07,1,1,0,171344.09,0,3.0,False,True,False,True,False
1597,32.0,5,62321.62,1,1,1,40920.59,0,3.0,False,True,True,False,False
1598,48.0,8,120782.7,1,1,0,63940.68,1,1.0,True,False,False,True,False
1599,42.0,1,115961.58,2,0,1,29483.87,0,2.0,True,False,True,False,False
1600,28.0,2,115062.61,1,1,0,179056.23,0,0.0,False,True,True,False,False
1601,49.0,8,160602.25,2,1,0,129273.94,0,4.0,True,False,True,False,False
1602,42.0,4,108825.34,3,1,0,55558.51,1,0.0,True,False,True,False,False
1603,36.0,8,166287.85,1,1,1,23305.85,0,0.0,True,False,False,True,False
1604,31.0,1,152663.77,1,0,1,17128.64,0,2.0,True,False,True,False,False
1605,31.0,9,80844.69,2,1,1,74641.9,0,1.0,True,False,False,True,False
1606,40.0,2,97001.36,2,1,0,154486.01,0,0.0,True,False,False,True,False
1607,64.0,4,0.0,2,1,1,3185.67,0,2.0,False,True,True,False,False
1608,39.0,2,122524.61,2,1,0,88463.63,0,0.0,True,False,True,False,False
1609,35.0,8,132292.63,1,1,0,65682.93,0,1.0,True,False,True,False,False
1610,24.0,0,0.0,2,1,1,140586.08,0,1.0,True,False,True,False,False
1611,49.0,9,91502.99,1,1,0,117232.9,1,3.0,True,False,False,True,False
1612,52.0,3,0.0,1,1,0,116137.01,1,1.0,False,True,True,False,False
1613,29.0,3,59385.98,2,1,1,105533.96,0,2.0,False,True,False,True,False
1614,77.0,9,0.0,3,1,1,81514.06,0,1.0,False,True,True,False,False
1615,21.0,6,97956.5,1,1,1,164966.27,0,2.0,True,False,False,True,False
1616,49.0,4,0.0,2,1,1,23631.55,0,1.0,True,False,True,False,False
1617,40.0,4,0.0,2,0,1,105433.53,0,0.0,True,False,False,False,True
1618,27.0,8,141223.68,2,1,0,90591.15,0,2.0,False,True,True,False,False
1619,18.0,10,151762.74,1,0,1,127014.32,0,1.0,False,True,True,False,False
1620,43.0,1,141749.74,2,0,1,90905.26,0,2.0,False,True,False,True,False
1621,38.0,5,75075.14,1,1,1,8651.92,1,2.0,False,True,False,False,True
1622,25.0,4,165686.11,2,1,0,15467.98,0,2.0,True,False,True,False,False
1623,38.0,2,0.0,1,1,0,79915.28,0,1.0,False,True,True,False,False
1624,25.0,10,0.0,2,1,0,69361.95,0,0.0,True,False,False,False,True
1625,44.0,3,0.0,2,1,0,86935.08,0,2.0,False,True,True,False,False
1626,28.0,0,0.0,2,1,1,7597.83,1,1.0,True,False,True,False,False
1627,32.0,5,92961.61,1,1,0,116957.6,0,2.0,False,True,True,False,False
1628,30.0,9,0.0,2,0,1,157884.83,0,1.0,True,False,False,False,True
1629,46.0,5,130812.91,1,1,1,77981.54,1,2.0,False,True,False,True,False
1630,57.0,8,107174.58,1,1,1,126369.55,1,1.0,False,True,False,True,False
1631,38.91,1,152677.48,1,1,1,191973.49,1,0.0,False,True,False,False,True
1632,30.0,3,132005.77,1,1,0,142940.39,0,1.0,False,True,True,False,False
1633,35.0,7,0.0,1,0,0,48869.67,0,0.0,False,True,True,False,False
1634,23.0,5,0.0,2,1,1,73131.73,0,2.0,True,False,False,False,True
1635,33.0,7,127305.5,1,1,1,120037.36,0,0.0,True,False,True,False,False
1636,37.0,6,0.0,2,1,0,193995.37,0,0.0,True,False,True,False,False
1637,31.0,0,0.0,2,0,0,179453.66,0,0.0,True,False,False,False,True
1638,39.0,9,0.0,1,1,0,80963.92,0,2.0,False,True,True,False,False
1639,32.0,8,170291.22,2,0,1,15658.99,0,0.0,False,True,False,True,False
1640,47.0,5,102562.23,1,1,0,92708.1,0,1.0,False,True,False,False,True
1641,53.0,2,111061.01,2,0,0,26542.17,0,2.0,False,True,False,False,True
1642,62.0,3,0.0,1,1,1,65010.74,0,1.0,False,True,False,False,True
1643,34.0,4,124379.14,1,1,0,106892.91,0,1.0,True,False,True,False,False
1644,37.0,7,0.0,1,1,1,185210.63,0,1.0,True,False,True,False,False
1645,41.0,3,57745.76,1,1,0,4035.46,0,0.0,True,False,False,True,False
1646,50.0,5,129293.74,1,1,0,177805.44,1,0.0,True,False,False,True,False
1647,45.0,7,0.0,2,1,1,68831.72,0,2.0,True,False,True,False,False
1648,40.0,8,150777.1,1,1,0,114732.62,0,2.0,True,False,False,True,False
1649,41.0,4,0.0,2,1,0,22299.27,0,2.0,False,True,False,False,True
1650,34.0,6,0.0,2,0,0,197283.2,0,1.0,False,True,True,False,False
1651,31.0,9,108632.48,1,1,1,179485.96,1,1.0,False,True,False,False,True
1652,59.0,5,153861.1,1,1,1,17699.48,0,1.0,False,True,True,False,False
1653,56.0,1,100374.58,1,1,0,118490.8,1,0.0,False,True,True,False,False
1654,38.91,8,0.0,2,0,0,133292.94,0,0.0,False,True,True,False,False
1655,47.0,9,61196.54,1,1,0,58170.24,0,1.0,True,False,True,False,False
1656,31.0,6,116891.72,1,1,0,107137.3,0,1.0,False,True,False,True,False
1657,54.0,6,133656.91,3,1,0,145071.33,1,2.0,True,False,False,True,False
1658,44.0,2,92911.52,1,0,1,85495.24,0,3.0,False,True,True,False,False
1659,31.0,9,119825.75,2,1,1,101139.3,0,2.0,True,False,False,False,True
1660,37.0,7,111852.84,2,1,0,10511.13,0,1.0,True,False,True,False,False
1661,32.0,0,106683.52,2,1,1,137916.49,0,2.0,False,True,False,True,False
1662,40.0,7,139022.24,1,0,1,193383.13,0,2.0,False,True,False,True,False
1663,40.0,4,148571.07,1,1,0,189826.96,1,2.0,True,False,False,True,False
1664,52.0,4,0.0,1,0,1,144113.42,0,3.0,False,True,True,False,False
1665,42.0,1,129776.72,2,0,1,143538.51,0,3.0,False,True,True,False,False
1666,46.0,5,0.0,1,1,0,77677.14,1,1.0,True,False,True,False,False
1667,46.0,8,0.0,2,1,1,183717.94,0,1.0,True,False,False,False,True
1668,24.0,10,0.0,1,0,0,92180.62,0,0.0,False,True,True,False,False
1669,37.0,7,0.0,2,1,1,28690.9,0,0.0,True,False,True,False,False
1670,24.0,3,114739.92,1,1,0,85891.02,1,0.0,False,True,False,False,True
1671,41.0,2,122545.65,2,1,1,42050.24,0,1.0,False,True,False,True,False
1672,37.0,6,0.0,2,1,0,110142.34,0,0.0,True,False,True,False,False
1673,26.0,1,131908.35,1,1,1,179269.79,0,1.0,True,False,False,True,False
1674,42.0,7,105722.69,1,1,1,90558.24,1,2.0,True,False,False,True,False
1675,33.0,10,0.0,2,1,0,162022.47,0,3.0,False,True,False,False,True
1676,44.0,8,0.0,3,1,0,66926.83,1,4.0,True,False,False,False,True
1677,40.0,8,0.0,2,1,0,108891.3,0,3.0,True,False,False,False,True
1678,18.0,4,82767.42,1,1,0,71811.9,0,0.0,True,False,True,False,False
1679,42.0,1,87842.98,1,0,0,92223.59,0,2.0,True,False,True,False,False
1680,39.0,6,133261.13,1,1,1,78065.9,0,2.0,False,True,False,False,True
1681,32.0,3,0.0,2,1,1,59679.9,0,2.0,True,False,False,False,True
1682,41.0,0,97925.11,1,1,0,85000.32,0,1.0,False,True,True,False,False
1683,52.0,5,0.0,1,1,1,159808.95,0,2.0,False,True,True,False,False
1684,24.0,7,140453.91,1,1,0,129001.3,0,1.0,True,False,True,False,False
1685,20.0,0,117356.19,1,0,0,113557.7,1,1.0,True,False,False,True,False
1686,36.0,5,0.0,2,1,1,147758.51,0,2.0,False,True,False,False,True
1687,37.0,4,137204.77,1,1,1,28865.59,0,,False,True,False,False,True
1688,41.0,1,0.0,2,0,1,160607.06,0,1.0,True,False,True,False,False
1689,35.0,8,0.0,1,1,0,100015.79,1,1.0,False,True,False,False,True
1690,36.0,3,54098.18,2,0,1,54478.52,0,2.0,False,True,False,False,True
1691,31.0,8,0.0,1,1,1,141677.33,0,1.0,False,True,False,False,True
1692,23.0,7,113758.48,2,0,0,84077.6,0,1.0,False,True,True,False,False
1693,34.0,8,0.0,1,0,1,106981.03,0,0.0,True,False,False,False,True
1694,37.0,9,118636.92,1,1,1,73551.44,0,0.0,False,True,True,False,False
1695,34.0,7,0.0,2,0,0,115842.1,0,0.0,False,True,True,False,False
1696,44.0,8,95488.82,2,0,0,107013.59,0,4.0,False,True,False,True,False
1697,30.0,8,110829.52,2,0,0,24938.84,0,2.0,False,True,True,False,False
1698,51.0,7,144244.59,2,1,0,51113.14,0,0.0,False,True,False,True,False
1699,31.0,8,122021.92,2,1,0,33828.64,0,2.0,True,False,False,True,False
1700,30.0,8,0.0,2,1,0,128875.86,0,1.0,True,False,True,False,False
1701,50.0,9,0.0,4,1,1,194700.81,1,3.0,False,True,True,False,False
1702,22.0,5,0.0,2,1,0,158974.45,0,2.0,False,True,False,False,True
1703,42.0,1,85839.62,1,1,0,198182.73,0,3.0,False,True,False,True,False
1704,29.0,4,96974.97,1,0,1,141404.07,0,1.0,True,False,True,False,False
1705,35.0,4,148172.44,1,1,1,4175.68,0,0.0,False,True,True,False,False
1706,38.0,0,0.0,1,1,0,126876.47,0,2.0,False,True,False,False,True
1707,40.0,5,0.0,2,1,0,41052.82,0,2.0,True,False,True,False,False
1708,49.0,2,0.0,1,0,0,105760.01,0,2.0,True,False,True,False,False
1709,30.0,2,0.0,2,0,1,27937.12,0,,False,True,False,False,True
1710,28.0,8,134766.85,1,1,0,79355.87,0,4.0,False,True,False,False,True
1711,30.0,5,123210.56,2,1,1,102180.27,0,,False,True,False,True,False
1712,47.0,1,139887.01,1,1,1,95719.73,0,2.0,False,True,False,False,True
1713,44.0,9,149961.11,1,1,0,57121.51,0,1.0,False,True,True,False,False
1714,45.0,6,152880.97,1,0,0,162478.11,0,2.0,False,True,False,True,False
1715,43.0,9,108589.47,2,0,1,194808.51,0,2.0,False,True,False,True,False
1716,33.0,9,0.0,1,1,1,124045.65,0,4.0,False,True,False,False,True
1717,35.0,3,56674.48,1,1,0,17987.4,1,2.0,True,False,False,False,True
1718,32.0,8,0.0,1,1,0,133653.38,0,1.0,False,True,False,False,True
1719,57.0,1,0.0,2,1,1,25101.17,0,3.0,True,False,False,False,True
1720,33.0,3,105663.56,2,0,1,33330.89,0,4.0,True,False,False,True,False
1721,39.0,7,0.0,2,1,0,2401.26,0,1.0,True,False,True,False,False
1722,30.0,5,100683.54,1,1,1,178361.04,0,1.0,True,False,False,False,True
1723,42.0,6,0.0,2,1,0,162697.93,0,1.0,False,True,True,False,False
1724,29.0,5,139541.58,2,1,0,80607.33,0,1.0,False,True,False,True,False
1725,37.0,2,121801.72,2,0,1,23146.62,0,1.0,True,False,False,True,False
1726,38.0,5,112281.7,1,0,1,89893.6,0,3.0,False,True,False,True,False
1727,36.0,4,0.0,2,1,1,3173.31,0,2.0,True,False,False,False,True
1728,40.0,5,93499.82,2,0,0,123218.81,0,3.0,True,False,False,False,True
1729,33.0,0,132255.99,2,0,1,74588.41,0,1.0,False,True,True,False,False
1730,20.0,7,0.0,2,1,0,31288.77,0,,False,True,True,False,False
1731,38.91,4,0.0,2,1,0,58561.31,0,1.0,True,False,False,False,True
1732,49.0,5,121973.28,1,1,0,148804.36,0,2.0,False,True,True,False,False
1733,32.0,7,99462.8,2,1,1,51117.06,0,1.0,False,True,False,True,False
1734,21.0,3,165878.76,2,1,1,164537.17,0,2.0,True,False,False,True,False
1735,30.0,8,117494.27,1,0,0,61977.82,0,1.0,False,True,True,False,False
1736,29.0,0,138577.34,1,1,0,193362.99,0,1.0,True,False,False,True,False
1737,39.0,9,0.0,1,1,1,47722.79,0,3.0,False,True,False,False,True
1738,41.0,8,107525.07,1,1,0,18510.41,0,3.0,False,True,False,False,True
1739,38.91,7,139224.92,2,1,0,65057.71,0,2.0,False,True,True,False,False
1740,42.0,7,121453.63,1,0,0,46374.64,0,2.0,True,False,True,False,False
1741,25.0,4,0.0,2,0,1,42039.67,0,3.0,True,False,True,False,False
1742,54.0,1,77354.37,1,0,0,138192.98,1,1.0,True,False,False,True,False
1743,40.0,6,0.0,1,1,1,22735.45,0,0.0,False,True,True,False,False
1744,38.91,7,79259.99,1,0,1,186910.74,0,,True,False,True,False,False
1745,30.0,2,116295.29,1,1,0,75285.47,0,0.0,False,True,True,False,False
1746,59.0,1,0.0,1,0,1,130260.11,1,1.0,True,False,False,False,True
1747,34.0,9,74309.81,1,1,0,15034.93,0,1.0,False,True,False,True,False
1748,34.0,2,152797.9,1,1,0,175709.4,1,2.0,False,True,False,True,False
1749,42.0,9,133701.07,2,1,0,101069.71,1,0.0,False,True,True,False,False
1750,33.0,7,114430.18,2,1,1,153012.13,0,1.0,True,False,False,True,False
1751,29.0,7,127504.57,1,0,0,86173.92,0,0.0,False,True,True,False,False
1752,41.0,2,84113.41,1,1,0,197548.63,0,3.0,True,False,False,True,False
1753,23.0,10,101126.66,2,0,0,37042.8,0,1.0,True,False,False,False,True
1754,33.0,5,103564.83,2,1,0,121085.72,0,2.0,False,True,False,True,False
1755,52.0,7,0.0,1,0,1,194113.99,1,0.0,True,False,False,False,True
1756,37.0,2,168178.21,2,0,1,101273.23,0,1.0,False,True,True,False,False
1757,39.0,1,143903.11,1,1,1,118711.75,1,0.0,True,False,False,True,False
1758,30.0,5,129753.69,1,1,0,582.53,0,1.0,True,False,False,True,False
1759,35.0,9,0.0,2,1,0,192381.21,0,1.0,False,True,True,False,False
1760,38.91,5,110641.18,1,0,1,136507.69,1,0.0,True,False,True,False,False
1761,36.0,4,166909.2,2,1,0,138871.12,1,1.0,True,False,True,False,False
1762,34.0,1,154139.45,1,1,1,60728.89,0,3.0,True,False,True,False,False
1763,38.0,7,97459.06,1,0,0,189175.71,0,2.0,False,True,True,False,False
1764,40.0,1,0.0,2,1,1,102547.56,0,1.0,False,True,True,False,False
1765,43.0,6,112088.04,2,1,1,36706.56,0,3.0,False,True,False,True,False
1766,34.0,3,0.0,2,1,1,44756.25,0,1.0,True,False,True,False,False
1767,48.0,7,0.0,2,1,1,132870.15,0,4.0,True,False,True,False,False
1768,28.0,1,141038.57,2,0,0,16287.38,0,3.0,False,True,False,False,True
1769,39.0,2,84468.67,2,1,1,121945.42,0,1.0,False,True,False,True,False
1770,36.0,4,118520.26,1,0,0,131173.9,1,2.0,True,False,False,False,True
1771,37.0,1,142663.46,1,0,1,88669.89,0,1.0,False,True,True,False,False
1772,27.0,4,118627.16,2,1,1,160835.3,0,1.0,False,True,False,True,False
1773,34.0,1,137523.02,1,0,0,24761.36,0,1.0,False,True,False,False,True
1774,28.0,7,110976.23,2,1,0,138526.96,0,0.0,False,True,True,False,False
1775,38.0,8,107283.4,1,0,0,157442.75,0,0.0,True,False,True,False,False
1776,38.0,5,0.0,2,0,0,105295.77,0,1.0,False,True,True,False,False
1777,34.0,4,124314.45,1,0,0,97782.92,0,2.0,False,True,True,False,False
1778,41.0,5,95858.37,1,1,1,68255.88,0,1.0,True,False,True,False,False
1779,36.0,2,0.0,2,1,0,108790.95,0,2.0,False,True,True,False,False
1780,33.0,8,0.0,2,1,0,143706.18,0,4.0,False,True,True,False,False
1781,36.0,0,0.0,1,0,0,148993.47,0,3.0,True,False,False,False,True
1782,35.0,6,117707.18,2,0,0,95277.15,1,0.0,True,False,True,False,False
1783,38.0,1,135289.33,2,0,1,152956.33,0,0.0,False,True,False,False,True
1784,36.0,8,174060.46,1,1,1,94925.62,0,1.0,False,True,True,False,False
1785,40.0,3,114446.84,2,1,1,87308.18,0,2.0,False,True,False,True,False
1786,37.0,2,0.0,2,1,0,83978.86,1,2.0,False,True,False,False,True
1787,25.0,1,157848.53,1,0,0,37543.93,1,1.0,False,True,True,False,False
1788,43.0,8,0.0,1,0,1,104889.3,0,0.0,True,False,True,False,False
1789,37.0,6,0.0,2,1,1,149705.25,0,3.0,True,False,False,False,True
1790,74.0,3,108071.36,2,1,1,16445.79,0,2.0,True,False,False,True,False
1791,35.0,8,14262.8,2,1,0,54689.16,0,2.0,True,False,False,False,True
1792,41.0,7,102749.72,1,0,1,194913.86,0,2.0,False,True,False,False,True
1793,36.0,1,161757.87,2,1,1,146371.72,0,1.0,False,True,False,False,True
1794,38.0,1,0.0,2,1,0,156603.7,0,4.0,False,True,True,False,False
1795,35.0,5,95698.79,1,0,1,182566.76,0,2.0,True,False,False,True,False
1796,37.0,9,124969.13,1,1,0,60194.05,0,0.0,False,True,True,False,False
1797,38.91,4,93960.35,1,1,0,36579.53,1,1.0,False,True,False,True,False
1798,51.0,4,88308.87,3,0,0,5862.53,1,2.0,True,False,True,False,False
1799,39.0,10,0.0,2,1,1,143030.09,0,,True,False,False,False,True
1800,59.0,3,0.0,2,1,1,62700.08,0,2.0,True,False,True,False,False
1801,30.0,7,112935.87,1,1,1,99017.34,0,0.0,False,True,True,False,False
1802,24.0,8,98567.1,1,1,0,187987.01,0,2.0,True,False,False,False,True
1803,26.0,1,180530.51,1,0,0,123454.62,0,0.0,True,False,True,False,False
1804,33.0,5,140931.57,1,0,1,10921.5,0,0.0,False,True,True,False,False
1805,31.0,7,148913.72,2,1,0,53817.23,0,3.0,True,False,False,True,False
1806,38.0,7,0.0,2,0,0,81617.4,0,2.0,False,True,True,False,False
1807,49.0,2,0.0,1,0,1,192298.84,1,4.0,True,False,True,False,False
1808,41.0,5,0.0,2,0,0,143882.25,0,2.0,False,True,True,False,False
1809,50.0,6,115335.32,2,1,1,53130.41,0,1.0,True,False,True,False,False
1810,65.0,0,0.0,2,1,1,190454.04,0,1.0,True,False,True,False,False
1811,26.0,0,0.0,2,0,1,111906.0,0,3.0,True,False,True,False,False
1812,33.0,7,134678.13,1,1,0,113177.95,0,,True,False,False,True,False
1813,38.0,9,0.0,2,1,0,30529.88,0,4.0,False,True,True,False,False
1814,31.0,2,90547.48,2,1,1,18800.13,0,0.0,False,True,False,True,False
1815,38.91,9,103324.78,1,1,1,46127.7,0,0.0,False,True,True,False,False
1816,29.0,3,114590.58,1,0,0,75585.48,0,0.0,False,True,True,False,False
1817,36.0,3,91286.51,1,1,0,63085.94,0,1.0,True,False,False,True,False
1818,32.0,5,163340.12,2,1,1,74415.2,0,1.0,False,True,False,False,True
1819,45.0,8,150900.29,2,0,1,139889.15,0,2.0,False,True,False,False,True
1820,23.0,9,124577.33,1,1,1,7267.25,0,1.0,False,True,False,False,True
1821,35.0,1,0.0,2,0,0,186826.22,0,1.0,False,True,False,False,True
1822,31.0,4,91292.7,1,1,1,162149.07,0,,True,False,False,False,True
1823,57.0,8,93716.72,1,1,1,180150.49,1,3.0,True,False,False,True,False
1824,37.0,4,111723.08,1,1,1,83478.12,0,3.0,True,False,True,False,False
1825,38.91,4,110765.68,1,1,0,26163.74,1,3.0,False,True,False,True,False
1826,25.0,9,173459.45,2,1,1,44381.06,0,0.0,False,True,False,True,False
1827,22.0,7,169649.73,2,0,1,136365.0,1,0.0,True,False,False,False,True
1828,31.0,9,0.0,2,0,0,99294.22,0,0.0,True,False,False,False,True
1829,45.0,8,116917.07,1,0,0,173464.43,1,2.0,False,True,False,True,False
1830,37.0,5,0.0,2,1,1,127543.81,0,0.0,False,True,True,False,False
1831,36.0,7,0.0,2,1,1,52526.65,0,1.0,True,False,True,False,False
1832,38.91,0,0.0,1,1,0,32589.45,0,1.0,False,True,True,False,False
1833,32.0,8,130627.66,1,1,0,47161.25,1,1.0,False,True,False,True,False
1834,46.0,5,56580.95,2,0,1,45424.13,0,2.0,True,False,False,False,True
1835,38.0,6,142316.14,1,1,1,8018.49,0,2.0,False,True,False,True,False
1836,31.0,6,0.0,2,1,1,195668.0,0,3.0,False,True,False,False,True
1837,56.0,7,152759.0,2,1,0,133167.11,1,0.0,False,True,True,False,False
1838,39.0,0,109733.2,2,0,0,123602.11,1,0.0,False,True,False,True,False
1839,54.0,9,117444.51,1,1,1,186238.85,0,2.0,False,True,True,False,False
1840,38.91,5,76001.57,1,1,1,158668.87,0,0.0,True,False,False,False,True
1841,34.0,3,107747.57,1,1,0,9249.36,0,0.0,True,False,True,False,False
1842,35.0,8,0.0,2,1,1,116581.1,0,3.0,True,False,False,False,True
1843,36.0,1,134997.49,2,1,0,44688.08,0,1.0,True,False,True,False,False
1844,48.0,2,0.0,2,1,1,148608.39,0,1.0,True,False,True,False,False
1845,36.0,9,0.0,1,0,1,188670.9,1,2.0,False,True,True,False,False
1846,30.0,7,0.0,1,1,0,107067.37,0,0.0,True,False,False,False,True
1847,37.0,0,64345.21,1,0,1,61759.33,1,1.0,True,False,False,False,True
1848,35.0,8,141665.63,1,0,1,192776.64,0,0.0,True,False,False,True,False
1849,29.0,8,0.0,2,1,0,46735.19,0,1.0,True,False,False,False,True
1850,33.0,5,136624.6,2,1,1,169117.74,0,3.0,True,False,False,True,False
1851,52.0,4,161209.66,1,1,1,89081.41,0,3.0,True,False,True,False,False
1852,38.0,10,95010.92,1,1,1,105227.86,0,2.0,False,True,False,False,True
1853,41.0,4,167545.32,1,1,0,128246.81,0,2.0,True,False,True,False,False
1854,36.0,4,109044.6,1,0,0,94554.74,1,3.0,True,False,False,True,False
1855,47.0,9,122031.55,1,1,1,33823.5,1,3.0,True,False,True,False,False
1856,29.0,2,27755.97,1,1,0,97468.44,1,0.0,True,False,False,False,True
1857,29.0,1,118560.55,1,1,1,164137.36,0,0.0,True,False,True,False,False
1858,61.0,4,0.0,2,1,1,191313.7,0,2.0,False,True,True,False,False
1859,34.0,9,0.0,2,1,1,65257.57,0,2.0,False,True,True,False,False
1860,28.0,8,97840.72,1,1,1,178222.77,0,1.0,True,False,False,False,True
1861,38.0,2,158651.29,2,1,1,179445.28,0,0.0,True,False,False,True,False
1862,38.91,9,175303.06,1,1,0,65500.53,1,0.0,False,True,True,False,False
1863,38.91,8,96950.21,1,1,0,97877.92,0,2.0,False,True,False,False,True
1864,45.0,7,123859.6,1,0,1,113051.57,0,1.0,False,True,True,False,False
1865,32.0,7,0.0,2,1,1,105969.05,0,3.0,True,False,True,False,False
1866,70.0,9,0.0,1,1,1,122996.76,0,0.0,True,False,True,False,False
1867,33.0,3,85227.84,1,1,1,68087.15,0,2.0,True,False,True,False,False
1868,36.0,8,97786.08,2,0,1,21478.36,0,1.0,False,True,True,False,False
1869,33.0,7,128135.99,1,1,0,158437.73,0,1.0,False,True,False,True,False
1870,33.0,6,0.0,2,0,0,76551.7,0,1.0,False,True,False,False,True
1871,36.0,2,85996.19,1,1,0,15887.68,0,1.0,False,True,False,False,True
1872,50.0,10,0.0,2,1,1,33741.84,0,,True,False,False,False,True
1873,39.0,1,104502.11,1,1,0,20652.69,0,1.0,True,False,False,True,False
1874,35.0,5,95772.97,1,1,1,112781.5,0,0.0,False,True,False,False,True
1875,31.0,5,98108.79,1,0,1,119996.95,0,0.0,False,True,False,False,True
1876,39.0,9,131607.28,4,0,1,6981.43,1,1.0,False,True,False,True,False
1877,55.0,9,63127.41,2,1,0,185211.28,1,3.0,False,True,False,False,True
1878,35.0,7,0.0,2,1,1,78436.36,0,1.0,False,True,False,False,True
1879,31.0,9,0.0,1,0,1,139048.0,0,0.0,False,True,True,False,False
1880,36.0,9,140355.56,2,1,0,136329.96,0,1.0,True,False,False,True,False
1881,36.0,2,0.0,2,1,1,14721.8,0,0.0,True,False,False,False,True
1882,30.0,2,0.0,2,0,1,3430.38,0,4.0,False,True,True,False,False
1883,24.0,7,107418.27,1,0,1,160450.21,0,3.0,False,True,False,True,False
1884,35.0,6,0.0,2,1,0,1485.27,0,1.0,False,True,True,False,False
1885,32.0,6,0.0,2,1,1,19720.08,0,0.0,False,True,False,False,True
1886,39.0,7,167557.12,1,1,1,41183.02,0,1.0,False,True,False,False,True
